auteur,avis,contributions,hotel,nb_avis_total,note,note_moyenne,sentiment_label,sentiment_score,sentiment_num,sentiment_z,sentiment_polarity,langue,avis_clean,topic_id,topic_score,topic_label,macro_topic,nb_mots,influence_score,influential_flag
manolisorfanos,"Chambres très petites, propres mais très petites dans un bâtiment très ancien et mal entretenu. Petit-déjeuner médiocre. Attention, on vous vole tout sous votre nez dans la salle de petit-déjeuner. Le personnel n'est pas très serviable. À éviter absolument !",0,BW_Ronceray_Opera,1189,2.0,3.8,1 star,0.6701086759567261,1,-1.0,neg,fr,chambres très petites propres mais très petites dans un bâtiment très ancien et mal entretenu petit-déjeuner médiocre attention on vous vole tout sous votre nez dans la salle de petit-déjeuner le personnel n'est pas très serviable à éviter absolument,2,0.1541962381330586,"petit, déjeuner, petit déjeuner, copieux",Petit-déjeuner,42,0.504083674928945,1
Nancy CRUZ,"Cet hôtel offre tellement de style parisien. L'emplacement est génial, à proximité du métro, des commerces et des restaurants.",139,BW_Ronceray_Opera,1189,5.0,3.8,5 stars,0.7934858798980713,5,1.0,pos,fr,cet hôtel offre tellement de style parisien l'emplacement est génial à proximité du métro des commerces et des restaurants,6,0.0760773705181244,"emplacement, excellent, excellent emplacement, parfait",Localisation / Transports,20,0.4492305162579906,0
Frank Gerdes-Blank,"Bel hôtel, belle réception, belle chambre avec bon petit déjeuner, emplacement très central",344,BW_Ronceray_Opera,1189,4.0,3.8,4 stars,0.5494095683097839,4,0.5,pos,fr,bel hôtel belle réception belle chambre avec bon petit déjeuner emplacement très central,2,0.1130961980066036,"petit, déjeuner, petit déjeuner, copieux",Petit-déjeuner,13,0.2581823538346993,0
susanna tumbiolo,Endroit confortable et petit déjeuner super généreux!...des chambres excellentes et propres et des réceptionnistes très gentils!,83,BW_Ronceray_Opera,1189,5.0,3.8,5 stars,0.7625997066497803,5,1.0,pos,fr,endroit confortable et petit déjeuner super généreux des chambres excellentes et propres et des réceptionnistes très gentils,2,0.1148598565664197,"petit, déjeuner, petit déjeuner, copieux",Petit-déjeuner,17,0.4628469764568783,0
tom tom,Emplacement absolument parfait pour visiter Paris. Tout à fait OK pour quelques jours. Bon petit déjeuner et chambre confortable.,91,BW_Ronceray_Opera,1189,4.0,3.8,5 stars,0.6134941577911377,5,1.0,pos,fr,emplacement absolument parfait pour visiter paris tout à fait ok pour quelques jours bon petit déjeuner et chambre confortable,6,0.1079665356560121,"emplacement, excellent, excellent emplacement, parfait",Localisation / Transports,19,0.4618612384932496,0
Mario Mastellone,"Chambres vraiment petites avec une mauvaise vue, même au dernier étage. Le prix n'est pas conforme à ce qu'ils proposent !",34,BW_Ronceray_Opera,1189,2.0,3.8,2 stars,0.571532666683197,2,-0.5,neg,fr,chambres vraiment petites avec une mauvaise vue même au dernier étage le prix n'est pas conforme à ce qu'ils proposent,4,0.1059669165301329,"chambres, petites, chambres petites, propres",Chambre / Confort,22,0.2639418853503762,0
cecilia villaverde pedrola,Traitement très sympathique par le personnel. Chambre sur 2 étages. Salle de bain au premier étage et canapé-lit. Lit double au deuxième étage. Recommandé et très proche du métro.,2,BW_Ronceray_Opera,1189,4.0,3.8,5 stars,0.5606910586357117,5,1.0,pos,fr,traitement très sympathique par le personnel chambre sur étages salle de bain au premier étage et canapé-lit lit double au deuxième étage recommandé et très proche du métro,8,0.1439966830443043,"salle, bain, salle bain, douche",Salle de bain,30,0.4879950683177816,0
MAria Racsan,"Excellent emplacement, bien desservi, personnel très serviable, chambres un peu petites mais propres.",16,BW_Ronceray_Opera,1189,3.0,3.8,4 stars,0.4955132305622101,4,0.5,pos,fr,excellent emplacement bien desservi personnel très serviable chambres un peu petites mais propres,4,0.1675943943243704,"chambres, petites, chambres petites, propres",Chambre / Confort,13,0.2814394866667877,0
Stefano Sirico,Emplacement central à proximité de presque toutes les choses les plus importantes à visiter et des moyens de transport puis les chambres et toute la structure très propres et un quartier calme important pour le repos.,15,BW_Ronceray_Opera,1189,5.0,3.8,5 stars,0.5806710720062256,5,1.0,pos,fr,emplacement central à proximité de presque toutes les choses les plus importantes à visiter et des moyens de transport puis les chambres et toute la structure très propres et un quartier calme important pour le repos,4,0.0632574078562016,"chambres, petites, chambres petites, propres",Chambre / Confort,36,0.4594075124708229,0
905dimitrisp,"Bien que son standing ne soit pas élevé, il est très bien situé, à proximité d'une station de métro, avec de nombreux restaurants et boutiques, restaurants, etc. Propre et proposant un très bon petit-déjeuner. Son tarif est également raisonnable.",0,BW_Ronceray_Opera,1189,4.0,3.8,4 stars,0.5944093465805054,4,0.5,pos,fr,bien que son standing ne soit pas élevé il est très bien situé à proximité d'une station de métro avec de nombreux restaurants et boutiques restaurants etc propre et proposant un très bon petit-déjeuner son tarif est également raisonnable,2,0.0871910902489535,"petit, déjeuner, petit déjeuner, copieux",Petit-déjeuner,41,0.2745111990825676,0
Antonio Umeres,"Bonnes chambres, petit déjeuner correct et excellente attention de tout le personnel. Emplacement imbattable, j'y retournerais sans aucun doute.",6,BW_Ronceray_Opera,1189,4.0,3.8,4 stars,0.5331273078918457,4,0.5,pos,fr,bonnes chambres petit déjeuner correct et excellente attention de tout le personnel emplacement imbattable j'y retournerais sans aucun doute,2,0.099844509986135,"petit, déjeuner, petit déjeuner, copieux",Petit-déjeuner,20,0.2593731550422781,0
Bettina D,"Absolument central, excellent petit déjeuner... à côté se trouvent le Hard Rock Café et le point d'entrée Hip on Hip off pour la visite de la ville 👍",34,BW_Ronceray_Opera,1189,5.0,3.8,5 stars,0.5720766186714172,5,1.0,pos,fr,absolument central excellent petit déjeuner à côté se trouvent le hard rock café et le point d'entrée hip on hip off pour la visite de la ville,2,0.1087063846116964,"petit, déjeuner, petit déjeuner, copieux",Petit-déjeuner,28,0.4709789253993647,0
Carmen Vera,Tout est propre et bon emplacement et aussi le petit déjeuner. Mention spéciale pour Mosher à la réception. Grâce,16,BW_Ronceray_Opera,1189,4.0,3.8,5 stars,0.5171682834625244,5,1.0,pos,fr,tout est propre et bon emplacement et aussi le petit déjeuner mention spéciale pour mosher à la réception grâce,2,0.1213738352514042,"petit, déjeuner, petit déjeuner, copieux",Petit-déjeuner,19,0.4675828103741155,0
Giorgoskatikas,"Petit hôtel agréable et bien situé. Le personnel ne dit jamais bonjour et, malheureusement, l'hôtel n'était pas du tout propre. Le petit-déjeuner était basique. La salle de petit-déjeuner était très bien. La décoration est correcte.",0,BW_Ronceray_Opera,1189,3.0,3.8,3 stars,0.570025622844696,3,0.0,neu,fr,petit hôtel agréable et bien situé le personnel ne dit jamais bonjour et malheureusement l'hôtel n'était pas du tout propre le petit-déjeuner était basique la salle de petit-déjeuner était très bien la décoration est correcte,2,0.2021122210484128,"petit, déjeuner, petit déjeuner, copieux",Petit-déjeuner,39,0.1215978595336108,0
May Morad,"Les photos des chambres d'hôtel sont en fait différentes des photos présentées sur la page de l'hôtel, mais l'emplacement est excellent et le personnel de la réception est sympathique, en particulier M. Mohsen.",25,BW_Ronceray_Opera,1189,5.0,3.8,4 stars,0.4635394811630249,4,0.5,pos,fr,les photos des chambres d'hôtel sont en fait différentes des photos présentées sur la page de l'hôtel mais l'emplacement est excellent et le personnel de la réception est sympathique en particulier m mohsen,6,0.0998961460652407,"emplacement, excellent, excellent emplacement, parfait",Localisation / Transports,36,0.2750431125255341,0
yossi litman,"Emplacement très central, personnel très sympathique et accueillant, notamment à la réception. A. Petit-déjeuner très raisonnable (pas de légumes comme d'habitude à Paris).",23,BW_Ronceray_Opera,1189,5.0,3.8,4 stars,0.6101474761962891,4,0.5,pos,fr,emplacement très central personnel très sympathique et accueillant notamment à la réception a petit-déjeuner très raisonnable pas de légumes comme d'habitude à paris,5,0.1607729732807225,"personnel, sympathique, personnel sympathique, serviable",Accueil / Service,25,0.2902643831078949,0
Gio Nobolo,"Bon hôtel, emplacement intéressant on peut aller partout.",108,BW_Ronceray_Opera,1189,4.0,3.8,4 stars,0.537207841873169,4,0.5,pos,fr,bon hôtel emplacement intéressant on peut aller partout,6,0.0807618938209717,"emplacement, excellent, excellent emplacement, parfait",Localisation / Transports,8,0.2394936976256129,0
Ran Shaked,"Un bel hôtel dans un emplacement central, le personnel est gentil, le bâtiment lui-même est très vieux, les chambres sont de taille raisonnable, propres et adaptées à l'hébergement. Le petit-déjeuner est continental et comprend des œufs brouillés, du bacon, des saucisses et de bons croissants.",118,BW_Ronceray_Opera,1189,3.0,3.8,4 stars,0.5496614575386047,4,0.5,pos,fr,un bel hôtel dans un emplacement central le personnel est gentil le bâtiment lui-même est très vieux les chambres sont de taille raisonnable propres et adaptées à l'hébergement le petit-déjeuner est continental et comprend des ufs brouillés du bacon des saucisses et de bons croissants,2,0.0687335512243512,"petit, déjeuner, petit déjeuner, copieux",Petit-déjeuner,48,0.2734804007421311,0
Francisco A.,"L'emplacement est central, à proximité du bureau où j'allais. La chambre est spacieuse. Cela montre que le temps a passé et qu’on ne s’en occupe pas très bien. Exactement.",28,BW_Ronceray_Opera,1189,2.0,3.8,3 stars,0.5605657696723938,3,0.0,neu,fr,l'emplacement est central à proximité du bureau où j'allais la chambre est spacieuse cela montre que le temps a passé et qu on ne s en occupe pas très bien exactement,6,0.0909323374603794,"emplacement, excellent, excellent emplacement, parfait",Localisation / Transports,33,0.0682838173413672,0
Larry Ford,"Bel hôtel ancien. Idéalement situé, à 15 minutes à pied du Louvre. Nombreuses boutiques.",213,BW_Ronceray_Opera,1189,5.0,3.8,5 stars,0.4800538122653961,5,1.0,pos,fr,bel hôtel ancien idéalement situé à minutes à pied du louvre nombreuses boutiques,0,0.1082320115490971,"situé, hôtel, hôtel situé, métro",Localisation / Transports,14,0.4570845549147221,0
Nebojsa Mirkovic,"Excellent petit déjeuner, très bon emplacement près du Louvre, du centre ville et d'autres sites touristiques.",133,BW_Ronceray_Opera,1189,4.0,3.8,5 stars,0.7850443720817566,5,1.0,pos,fr,excellent petit déjeuner très bon emplacement près du louvre du centre ville et d'autres sites touristiques,2,0.1279695189417828,"petit, déjeuner, petit déjeuner, copieux",Petit-déjeuner,17,0.4684415315036157,0
Julia Ivana Kannemann,"Très bon hôtel. Confortable, moderne, bon service. Petit déjeuner exquis et varié",20,BW_Ronceray_Opera,1189,5.0,3.8,5 stars,0.5582903027534485,5,1.0,pos,fr,très bon hôtel confortable moderne bon service petit déjeuner exquis et varié,2,0.1444717855936624,"petit, déjeuner, petit déjeuner, copieux",Petit-déjeuner,12,0.4705939065904849,0
Daniela Sisti,"Hôtel pratique pour se déplacer, propre, excellent petit déjeuner, personnel sympathique",70,BW_Ronceray_Opera,1189,5.0,3.8,5 stars,0.5137421488761902,5,1.0,pos,fr,hôtel pratique pour se déplacer propre excellent petit déjeuner personnel sympathique,5,0.1687135623395911,"personnel, sympathique, personnel sympathique, serviable",Accueil / Service,11,0.479961101963069,0
Lia Terceiro,"Excellent emplacement à proximité de deux stations de métro et avec un service diligent, patient et amical de Mohsen et Jose",1,BW_Ronceray_Opera,1189,5.0,3.8,5 stars,0.804919958114624,5,1.0,pos,fr,excellent emplacement à proximité de deux stations de métro et avec un service diligent patient et amical de mohsen et jose,6,0.1690105703928855,"emplacement, excellent, excellent emplacement, parfait",Localisation / Transports,21,0.4898678014002198,1
kerstinu2015,"Tout était parfait : personnel super sympa, bon petit-déjeuner, très bien situé, lit confortable, belle vue depuis la chambre, proche du métro. Le personnel nous a bien aidés. Il y a de bons commerces à proximité, la Seine et Montmartre à proximité, et de nombreux restaurants dans le quartier !",0,BW_Ronceray_Opera,1189,5.0,3.8,5 stars,0.7993672490119934,5,1.0,pos,fr,tout était parfait personnel super sympa bon petit-déjeuner très bien situé lit confortable belle vue depuis la chambre proche du métro le personnel nous a bien aidés il y a de bons commerces à proximité la seine et montmartre à proximité et de nombreux restaurants dans le quartier,2,0.0623532262565774,"petit, déjeuner, petit déjeuner, copieux",Petit-déjeuner,49,0.4717355889463603,0
Sa Sa,"Bel hôtel, bien situé, personnel sympathique, choix très limité au petit-déjeuner, sinon 🔝",39,BW_Ronceray_Opera,1189,5.0,3.8,4 stars,0.5529617071151733,4,0.5,pos,fr,bel hôtel bien situé personnel sympathique choix très limité au petit-déjeuner sinon,5,0.1769981188579532,"personnel, sympathique, personnel sympathique, serviable",Accueil / Service,13,0.2854525308658781,0
Sara Ashley,"Emplacement exceptionnel et personnel très sympathique. J'ai eu une chambre avec vue sur le Sacré-Cœur, tellement centrale que j'ai pu tout faire à pied.",55,BW_Ronceray_Opera,1189,5.0,3.8,5 stars,0.7091186046600342,5,1.0,pos,fr,emplacement exceptionnel et personnel très sympathique j'ai eu une chambre avec vue sur le sacré-c ur tellement centrale que j'ai pu tout faire à pied,5,0.1347320169645823,"personnel, sympathique, personnel sympathique, serviable",Accueil / Service,27,0.4811073820541088,0
Francesco Savini,Hôtel central et très bien desservi. Le quartier est très vivant.,284,BW_Ronceray_Opera,1189,4.0,3.8,5 stars,0.6457481384277344,5,1.0,pos,fr,hôtel central et très bien desservi le quartier est très vivant,0,0.0274717604971858,"situé, hôtel, hôtel situé, métro",Localisation / Transports,11,0.419686091617058,0
Dean Johnson,Chambre style loft très agréable. La télévision dispose de 2 chaînes anglaises. Personnel de l'hôtel serviable,51,BW_Ronceray_Opera,1189,5.0,3.8,4 stars,0.4852976202964782,4,0.5,pos,fr,chambre style loft très agréable la télévision dispose de chaînes anglaises personnel de l'hôtel serviable,7,0.0946575879690458,"agréable, super, accueil, séjour",Accueil / Service,17,0.2542256481189809,0
